Date,year,month_name,day_name,Sales,Cost Of Sales,Quantity Sold,Daily_Unit_Sales_Price,Gross_Profit,Gross_Profit_Percentage,Gross_Profit_Per_Unit,Gross_Profit_Per_Unit_Percentage,Previous_Unit_Price,Previous_Quantity,Promotion_Status
2016-01-08T00:00:00.000Z,2016,Jan,Fri,106592.342996267940,99021.682920692168,2594,41.09,7570.66,7.10,2.92,7.65,41.15,1808,Promotion
2016-01-09T00:00:00.000Z,2016,Jan,Sat,134629.658196930160,124963.465513847070,3274,41.12,9666.19,7.18,2.95,7.74,41.09,2594,No Promotion
2016-01-10T00:00:00.000Z,2016,Jan,Sun,90773.653057909149,84299.288239980437,2207,41.13,6474.36,7.13,2.93,7.68,41.12,3274,No Promotion
2016-01-11T00:00:00.000Z,2016,Jan,Mon,121373.068224416360,112550.432308732690,2949,41.16,8822.64,7.27,2.99,7.84,41.13,2207,No Promotion
2016-01-12T00:00:00.000Z,2016,Jan,Tue,99445.557103979168,92226.518095758031,2417,41.14,7219.04,7.26,2.99,7.83,41.16,2949,No Promotion
2016-01-13T00:00:00.000Z,2016,Jan,Wed,67587.546930070370,62760.356831462283,1644,41.11,4827.19,7.14,2.94,7.69,41.14,2417,No Promotion
2016-01-14T00:00:00.000Z,2016,Jan,Thu,61685.935238410369,57191.439317791570,1499,41.15,4494.50,7.29,3.00,7.86,41.11,1644,No Promotion
2016-01-15T00:00:00.000Z,2016,Jan,Fri,150006.929791823930,139244.895767709090,3648,41.12,10762.03,7.17,2.95,7.73,41.15,1499,Promotion
2016-01-16T00:00:00.000Z,2016,Jan,Sat,191287.353485502880,177577.287213494830,4652,41.12,13710.07,7.17,2.95,7.72,41.12,3648,No Promotion
2016-01-17T00:00:00.000Z,2016,Jan,Sun,92595.460836939150,86018.189605519379,2252,41.12,6577.27,7.10,2.92,7.65,41.12,4652,No Promotion
2016-01-18T00:00:00.000Z,2016,Jan,Mon,96947.054288479165,89961.359503772677,2357,41.13,6985.69,7.21,2.96,7.77,41.12,2252,No Promotion
2016-01-19T00:00:00.000Z,2016,Jan,Tue,70512.894500490496,65453.276391554507,1715,41.12,5059.62,7.18,2.95,7.73,41.13,2357,No Promotion
2016-01-20T00:00:00.000Z,2016,Jan,Wed,159590.490069201360,182351.138845241510,4776,33.42,-22760.65,-14.26,-4.77,-12.48,41.12,1715,Promotion
2016-01-21T00:00:00.000Z,2016,Jan,Thu,67046.273415800373,61894.262560530507,1628,41.18,5152.01,7.68,3.16,8.32,33.42,4776,No Promotion
2016-01-22T00:00:00.000Z,2016,Jan,Fri,266949.238793142140,294322.927182734710,7806,34.20,-27373.69,-10.25,-3.51,-9.30,41.18,1628,Promotion
2016-01-23T00:00:00.000Z,2016,Jan,Sat,315272.224772121870,346093.067004290990,9210,34.23,-30820.84,-9.78,-3.35,-8.91,34.20,7806,No Promotion
2016-01-24T00:00:00.000Z,2016,Jan,Sun,149138.921518885150,163505.713019898070,4351,34.28,-14366.79,-9.63,-3.30,-8.79,34.23,9210,No Promotion
2016-01-25T00:00:00.000Z,2016,Jan,Mon,215171.038201770020,234621.598859708810,6278,34.27,-19450.56,-9.04,-3.10,-8.29,34.28,4351,Promotion
2016-01-26T00:00:00.000Z,2016,Jan,Tue,205197.898357168800,221931.580052743810,5992,34.25,-16733.68,-8.15,-2.79,-7.54,34.27,6278,No Promotion
2016-01-27T00:00:00.000Z,2016,Jan,Wed,214452.248428695020,231730.232749898250,6265,34.23,-17277.98,-8.06,-2.76,-7.46,34.25,5992,Promotion
2016-01-28T00:00:00.000Z,2016,Jan,Thu,195767.973554037570,210639.848189275250,5723,34.21,-14871.87,-7.60,-2.60,-7.06,34.23,6265,No Promotion
2016-01-29T00:00:00.000Z,2016,Jan,Fri,397984.329262887770,437198.929579714550,11900,33.44,-39214.60,-9.85,-3.30,-8.97,34.21,5723,Promotion
2016-01-30T00:00:00.000Z,2016,Jan,Sat,512603.103453023360,561872.206032989780,15345,33.41,-49269.10,-9.61,-3.21,-8.77,33.44,11900,Promotion
2016-01-31T00:00:00.000Z,2016,Jan,Sun,218104.066939171370,238662.192104785820,6525,33.43,-20558.13,-9.43,-3.15,-8.61,33.41,15345,No Promotion
2016-02-01T00:00:00.000Z,2016,Feb,Mon,339004.336886762470,371177.186883031680,10153,33.39,-32172.85,-9.49,-3.17,-8.67,33.43,6525,Promotion
2016-02-02T00:00:00.000Z,2016,Feb,Tue,278116.369327563390,295645.629108798220,8116,34.27,-17529.26,-6.30,-2.16,-5.93,33.39,10153,No Promotion
2016-02-03T00:00:00.000Z,2016,Feb,Wed,264159.300610373500,280392.273599945130,7712,34.25,-16232.97,-6.15,-2.10,-5.79,34.27,8116,No Promotion
2016-02-04T00:00:00.000Z,2016,Feb,Thu,197778.133740558810,209372.292230827940,5759,34.34,-11594.16,-5.86,-2.01,-5.54,34.25,7712,No Promotion
2016-02-05T00:00:00.000Z,2016,Feb,Fri,325749.008906946870,345287.811496579380,9501,34.29,-19538.80,-6.00,-2.06,-5.66,34.34,5759,Promotion
2016-02-06T00:00:00.000Z,2016,Feb,Sat,371561.976387214260,393884.433035650350,10840,34.28,-22322.46,-6.01,-2.06,-5.67,34.29,9501,Promotion
2016-02-07T00:00:00.000Z,2016,Feb,Sun,174581.676845831390,185040.817338932920,5089,34.31,-10459.14,-5.99,-2.06,-5.65,34.28,10840,No Promotion
2016-02-08T00:00:00.000Z,2016,Feb,Mon,208489.369419331250,221372.836946832310,6087,34.25,-12883.47,-6.18,-2.12,-5.82,34.31,5089,Promotion
2016-02-09T00:00:00.000Z,2016,Feb,Tue,84495.166667640122,74682.266818099233,2053,41.16,9812.90,11.61,4.78,13.14,34.25,6087,No Promotion
2016-02-10T00:00:00.000Z,2016,Feb,Wed,76661.250030179392,66379.563604373863,1825,42.01,10281.69,13.41,5.63,15.49,41.16,2053,No Promotion
2016-02-11T00:00:00.000Z,2016,Feb,Thu,64034.940459509766,55491.338529373483,1525,41.99,8543.60,13.34,5.60,15.40,42.01,1825,No Promotion
2016-02-12T00:00:00.000Z,2016,Feb,Fri,148839.974868265160,129583.492067397660,3542,42.02,19256.48,12.94,5.44,14.86,41.99,1525,No Promotion
2016-02-13T00:00:00.000Z,2016,Feb,Sat,172541.507929523940,150538.983683141410,4105,42.03,22002.52,12.75,5.36,14.62,42.02,3542,No Promotion
2016-02-14T00:00:00.000Z,2016,Feb,Sun,87991.663002118541,76378.504638063911,2094,42.02,11613.16,13.20,5.55,15.20,42.03,4105,No Promotion
2016-02-15T00:00:00.000Z,2016,Feb,Mon,123445.381550427580,108669.225381257010,2940,41.99,14776.16,11.97,5.03,13.60,42.02,2094,Promotion
2016-02-16T00:00:00.000Z,2016,Feb,Tue,77344.691873669406,68269.248838410713,1841,42.01,9075.44,11.73,4.93,13.29,41.99,2940,No Promotion
2016-02-17T00:00:00.000Z,2016,Feb,Wed,158963.024881795170,167521.525860537080,4529,35.10,-8558.50,-5.38,-1.89,-5.11,42.01,1841,Promotion
2016-02-18T00:00:00.000Z,2016,Feb,Thu,69598.071152939650,61492.968308179203,1658,41.98,8105.10,11.65,4.89,13.18,35.10,4529,No Promotion
2016-02-19T00:00:00.000Z,2016,Feb,Fri,161275.602198805170,143446.358327585740,3841,41.99,17829.24,11.06,4.64,12.43,41.98,1658,No Promotion
2016-02-20T00:00:00.000Z,2016,Feb,Sat,325215.076792382460,345446.001848709650,9260,35.12,-20230.93,-6.22,-2.18,-5.86,41.99,3841,Promotion
2016-02-21T00:00:00.000Z,2016,Feb,Sun,96957.295844458073,86455.494378043557,2308,42.01,10501.80,10.83,4.55,12.15,35.12,9260,No Promotion
2016-02-22T00:00:00.000Z,2016,Feb,Mon,85224.477091228793,75960.718021940367,2028,42.02,9263.76,10.87,4.57,12.20,42.01,2308,No Promotion
2016-02-23T00:00:00.000Z,2016,Feb,Tue,54612.878841539881,49071.802537897172,1301,41.98,5541.08,10.15,4.26,11.29,42.02,2028,No Promotion
2016-02-24T00:00:00.000Z,2016,Feb,Wed,81530.612382324645,81738.056437313600,2213,36.84,-207.44,-0.25,-0.09,-0.25,41.98,1301,Promotion
2016-02-25T00:00:00.000Z,2016,Feb,Thu,160947.532640187590,162597.496845268180,4404,36.55,-1649.96,-1.03,-0.37,-1.01,36.84,2213,Promotion
2016-02-26T00:00:00.000Z,2016,Feb,Fri,188736.247417435140,183103.233687990780,4935,38.24,5633.01,2.98,1.14,3.08,36.55,4404,No Promotion
2016-02-27T00:00:00.000Z,2016,Feb,Sat,215951.507867073960,210032.788078558890,5609,38.50,5918.72,2.74,1.06,2.82,38.24,4935,No Promotion
2016-02-28T00:00:00.000Z,2016,Feb,Sun,134995.854495942590,129938.705770358500,3452,39.11,5057.15,3.75,1.46,3.89,38.50,5609,No Promotion
2016-02-29T00:00:00.000Z,2016,Feb,Mon,163079.378043967590,160332.589406030750,4270,38.19,2746.79,1.68,0.64,1.71,39.11,3452,Promotion
2016-03-01T00:00:00.000Z,2016,Mar,Tue,180828.674091826370,182962.336996476250,4719,38.32,-2133.66,-1.18,-0.45,-1.17,38.19,4270,No Promotion
2016-03-02T00:00:00.000Z,2016,Mar,Wed,171196.175194466370,174428.680891674970,4451,38.46,-3232.51,-1.89,-0.73,-1.85,38.32,4719,No Promotion
2016-03-03T00:00:00.000Z,2016,Mar,Thu,129719.050526333800,131961.932508289090,3364,38.56,-2242.88,-1.73,-0.67,-1.70,38.46,4451,No Promotion
2016-03-04T00:00:00.000Z,2016,Mar,Fri,142127.642090612590,144039.413682700250,3665,38.78,-1911.77,-1.35,-0.52,-1.33,38.56,3364,No Promotion
2016-03-05T00:00:00.000Z,2016,Mar,Sat,152124.407894327600,153377.512038677350,3889,39.12,-1253.10,-0.82,-0.32,-0.82,38.78,3665,No Promotion
2016-03-06T00:00:00.000Z,2016,Mar,Sun,74132.787023074285,74332.279484224229,1882,39.39,-199.49,-0.27,-0.11,-0.27,39.12,3889,No Promotion
2016-03-07T00:00:00.000Z,2016,Mar,Mon,91143.028607709275,95167.528732048944,2405,37.90,-4024.50,-4.42,-1.67,-4.23,39.39,1882,Promotion
2016-03-08T00:00:00.000Z,2016,Mar,Tue,60528.093358145001,62342.881166359926,1577,38.38,-1814.79,-3.00,-1.15,-2.91,37.90,2405,No Promotion
2016-03-09T00:00:00.000Z,2016,Mar,Wed,38340.599611080244,35918.335153329201,913,41.99,2422.26,6.32,2.65,6.74,38.38,1577,No Promotion
2016-03-10T00:00:00.000Z,2016,Mar,Thu,37453.006182510246,35108.200106536773,892,41.99,2344.81,6.26,2.63,6.68,41.99,913,No Promotion
2016-03-11T00:00:00.000Z,2016,Mar,Fri,77997.045012869392,73051.675542545359,1855,42.05,4945.37,6.34,2.67,6.77,41.99,892,No Promotion
2016-03-12T00:00:00.000Z,2016,Mar,Sat,79752.282678029282,74962.816397036033,1897,42.04,4789.47,6.01,2.52,6.39,42.05,1855,Promotion
2016-03-13T00:00:00.000Z,2016,Mar,Sun,37155.588484560249,34962.830504184181,883,42.08,2192.76,5.90,2.48,6.27,42.04,1897,No Promotion
2016-03-14T00:00:00.000Z,2016,Mar,Mon,45046.513214430241,42368.045353504094,1071,42.06,2678.47,5.95,2.50,6.32,42.08,883,Promotion
2016-03-15T00:00:00.000Z,2016,Mar,Tue,55489.332757800243,52263.056988226643,1320,42.04,3226.28,5.81,2.44,6.17,42.06,1071,Promotion
2016-03-16T00:00:00.000Z,2016,Mar,Wed,41893.303158000243,39495.455901503272,997,42.02,2397.85,5.72,2.41,6.07,42.04,1320,No Promotion
2016-03-17T00:00:00.000Z,2016,Mar,Thu,34348.504189710126,32292.837602068419,817,42.04,2055.67,5.98,2.52,6.37,42.02,997,No Promotion
2016-03-18T00:00:00.000Z,2016,Mar,Fri,78276.831216934515,73746.758711538583,1866,41.95,4530.07,5.79,2.43,6.14,42.04,817,Promotion
2016-03-19T00:00:00.000Z,2016,Mar,Sat,92851.402660078791,87451.566175781234,2211,42.00,5399.84,5.82,2.44,6.17,41.95,1866,No Promotion
2016-03-20T00:00:00.000Z,2016,Mar,Sun,54845.789298270247,51625.511717785288,1304,42.06,3220.28,5.87,2.47,6.24,42.00,2211,No Promotion
2016-03-21T00:00:00.000Z,2016,Mar,Mon,48037.799902380248,45187.641575720692,1143,42.03,2850.16,5.93,2.49,6.31,42.06,1304,No Promotion
2016-03-22T00:00:00.000Z,2016,Mar,Tue,65905.723262160012,62023.881297700063,1573,41.90,3881.84,5.89,2.47,6.26,42.03,1143,Promotion
2016-03-23T00:00:00.000Z,2016,Mar,Wed,84870.051300869760,81472.827175989325,2065,41.10,3397.22,4.00,1.65,4.17,41.90,1573,Promotion
2016-03-24T00:00:00.000Z,2016,Mar,Thu,262459.505681303910,259298.456618436850,6588,39.84,3161.05,1.20,0.48,1.22,41.10,2065,Promotion
2016-03-25T00:00:00.000Z,2016,Mar,Fri,228124.398029273930,222208.350380803920,5652,40.36,5916.05,2.59,1.05,2.66,39.84,6588,No Promotion
2016-03-26T00:00:00.000Z,2016,Mar,Sat,162929.492144126360,161434.815098504540,4103,39.71,1494.68,0.92,0.36,0.93,40.36,5652,No Promotion
2016-03-27T00:00:00.000Z,2016,Mar,Sun,58359.832184820130,57681.569884933917,1466,39.81,678.26,1.16,0.46,1.18,39.71,4103,No Promotion
2016-03-28T00:00:00.000Z,2016,Mar,Mon,85605.331920599157,85022.380920180585,2162,39.60,582.95,0.68,0.27,0.69,39.81,1466,Promotion
2016-03-29T00:00:00.000Z,2016,Mar,Tue,84836.414342129283,84595.217934805929,2155,39.37,241.20,0.28,0.11,0.29,39.60,2162,No Promotion
2016-03-30T00:00:00.000Z,2016,Mar,Wed,64308.914216520490,68427.594666065750,1746,36.83,-4118.68,-6.40,-2.36,-6.02,39.37,2155,No Promotion
2016-03-31T00:00:00.000Z,2016,Mar,Thu,131168.485522947590,138589.100064262950,3554,36.91,-7420.61,-5.66,-2.09,-5.35,36.83,1746,No Promotion
2016-04-01T00:00:00.000Z,2016,Apr,Fri,232410.197977815460,245358.629980533850,6282,37.00,-12948.43,-5.57,-2.06,-5.28,36.91,3554,No Promotion
2016-04-02T00:00:00.000Z,2016,Apr,Sat,195831.097457117900,205442.828096811720,5259,37.24,-9611.73,-4.91,-1.83,-4.68,37.00,6282,No Promotion
2016-04-03T00:00:00.000Z,2016,Apr,Sun,90716.547889139882,95543.133646196758,2446,37.09,-4826.59,-5.32,-1.97,-5.05,37.24,5259,No Promotion
2016-04-04T00:00:00.000Z,2016,Apr,Mon,131638.019607176360,130700.188942007360,3345,39.35,937.83,0.71,0.28,0.72,37.09,2446,No Promotion
2016-04-05T00:00:00.000Z,2016,Apr,Tue,81910.872618989408,79969.510545293015,2048,40.00,1941.36,2.37,0.95,2.43,39.35,3345,No Promotion
2016-04-06T00:00:00.000Z,2016,Apr,Wed,54821.908513709888,50800.008514759305,1303,42.07,4021.90,7.34,3.09,7.92,40.00,2048,No Promotion
2016-04-07T00:00:00.000Z,2016,Apr,Thu,155615.419414466390,171592.125879157360,4413,35.26,-15976.71,-10.27,-3.62,-9.31,42.07,1303,Promotion
2016-04-08T00:00:00.000Z,2016,Apr,Fri,264086.893780349990,291378.579802774470,7494,35.24,-27291.69,-10.33,-3.64,-9.37,35.26,4413,Promotion
2016-04-09T00:00:00.000Z,2016,Apr,Sat,272761.297542688790,298164.416097074460,7738,35.25,-25403.12,-9.31,-3.28,-8.52,35.24,7494,No Promotion
2016-04-10T00:00:00.000Z,2016,Apr,Sun,104689.427918458550,113609.304253074300,2958,35.39,-8919.88,-8.52,-3.02,-7.85,35.25,7738,No Promotion
2016-04-11T00:00:00.000Z,2016,Apr,Mon,131170.596933776370,142022.812593445880,3713,35.33,-10852.22,-8.27,-2.92,-7.64,35.39,2958,Promotion
2016-04-12T00:00:00.000Z,2016,Apr,Tue,123179.489400388790,132714.960204100410,3504,35.15,-9535.47,-7.74,-2.72,-7.18,35.33,3713,No Promotion
2016-04-13T00:00:00.000Z,2016,Apr,Wed,124431.046371688800,132889.056896937280,3534,35.21,-8458.01,-6.80,-2.39,-6.36,35.15,3504,No Promotion
2016-04-14T00:00:00.000Z,2016,Apr,Thu,162166.835990875140,172225.652705638640,4601,35.25,-10058.82,-6.20,-2.19,-5.84,35.21,3534,No Promotion
2016-04-15T00:00:00.000Z,2016,Apr,Fri,354042.023239828820,373200.305984063130,10045,35.25,-19158.28,-5.41,-1.91,-5.13,35.25,4601,No Promotion
2016-04-16T00:00:00.000Z,2016,Apr,Sat,327352.261395958830,345338.628069206260,9301,35.20,-17986.37,-5.49,-1.93,-5.21,35.25,10045,No Promotion
2016-04-17T00:00:00.000Z,2016,Apr,Sun,164809.303048253930,175167.428759829720,4678,35.23,-10358.13,-6.28,-2.21,-5.91,35.20,9301,No Promotion
2016-04-18T00:00:00.000Z,2016,Apr,Mon,151157.794308715150,159828.765034305340,4294,35.20,-8670.97,-5.74,-2.02,-5.43,35.23,4678,No Promotion
2016-04-19T00:00:00.000Z,2016,Apr,Tue,126895.936497537580,133726.280561524820,3606,35.19,-6830.34,-5.38,-1.89,-5.11,35.20,4294,No Promotion
2016-04-20T00:00:00.000Z,2016,Apr,Wed,166395.445828840140,179020.542458507760,4838,34.39,-12625.10,-7.59,-2.61,-7.05,35.19,3606,Promotion
2016-04-21T00:00:00.000Z,2016,Apr,Thu,167796.354780001360,182485.098937053960,4914,34.15,-14688.74,-8.75,-2.99,-8.05,34.39,4838,Promotion
2016-04-22T00:00:00.000Z,2016,Apr,Fri,351146.016999244280,380098.156403874450,10269,34.19,-28952.14,-8.25,-2.82,-7.62,34.15,4914,No Promotion
2016-04-23T00:00:00.000Z,2016,Apr,Sat,420738.821759644600,455415.349328029780,12317,34.16,-34676.53,-8.24,-2.82,-7.61,34.19,10269,Promotion
2016-04-24T00:00:00.000Z,2016,Apr,Sun,186166.150786438780,202391.178695290440,5453,34.14,-16225.03,-8.72,-2.98,-8.02,34.16,12317,No Promotion
2016-04-25T00:00:00.000Z,2016,Apr,Mon,251449.529639191080,273255.098530793100,7372,34.11,-21805.57,-8.67,-2.96,-7.98,34.14,5453,Promotion
2016-04-26T00:00:00.000Z,2016,Apr,Tue,280321.810746765930,302469.831975234670,8211,34.14,-22148.02,-7.90,-2.70,-7.32,34.11,7372,No Promotion
2016-04-27T00:00:00.000Z,2016,Apr,Wed,313434.933313664570,337931.116966197090,9182,34.14,-24496.18,-7.82,-2.67,-7.25,34.14,8211,No Promotion
2016-04-28T00:00:00.000Z,2016,Apr,Thu,257324.603080939730,276852.179942577380,7520,34.22,-19527.58,-7.59,-2.60,-7.05,34.14,9182,No Promotion
2016-04-29T00:00:00.000Z,2016,Apr,Fri,455554.336048229480,489215.067537895640,13321,34.20,-33660.73,-7.39,-2.53,-6.88,34.22,7520,Promotion
2016-04-30T00:00:00.000Z,2016,Apr,Sat,556865.203275052360,598925.667888700730,16276,34.21,-42060.46,-7.55,-2.58,-7.02,34.20,13321,No Promotion
2016-05-01T00:00:00.000Z,2016,May,Sun,354856.044922086880,380511.159158109110,10388,34.16,-25655.11,-7.23,-2.47,-6.74,34.21,16276,No Promotion
2016-05-02T00:00:00.000Z,2016,May,Mon,283284.581253970800,304997.851816896290,8298,34.14,-21713.27,-7.66,-2.62,-7.12,34.16,10388,No Promotion
2016-05-03T00:00:00.000Z,2016,May,Tue,297500.673968725840,319786.359468561070,8717,34.13,-22285.69,-7.49,-2.56,-6.97,34.14,8298,Promotion
2016-05-04T00:00:00.000Z,2016,May,Wed,285968.487782519720,305506.998234947500,8364,34.19,-19538.51,-6.83,-2.34,-6.40,34.13,8717,No Promotion
2016-05-05T00:00:00.000Z,2016,May,Thu,237946.632672263660,254527.415505526090,6968,34.15,-16580.78,-6.97,-2.38,-6.51,34.19,8364,No Promotion
2016-05-06T00:00:00.000Z,2016,May,Fri,340851.505864859500,364361.032864138540,9973,34.18,-23509.53,-6.90,-2.36,-6.45,34.15,6968,No Promotion
2016-05-07T00:00:00.000Z,2016,May,Sat,388187.601433528060,414644.623490811440,11363,34.16,-26457.02,-6.82,-2.33,-6.38,34.18,9973,Promotion
2016-05-08T00:00:00.000Z,2016,May,Sun,139178.984059245150,148731.090527304130,4074,34.16,-9552.11,-6.86,-2.34,-6.42,34.16,11363,No Promotion
2016-05-09T00:00:00.000Z,2016,May,Mon,66400.303047269510,57741.738907512547,1579,42.05,8658.56,13.04,5.48,15.00,34.16,4074,No Promotion
2016-05-10T00:00:00.000Z,2016,May,Tue,42723.524457810243,37112.985056990263,1016,42.05,5610.54,13.13,5.52,15.12,42.05,1579,No Promotion
2016-05-11T00:00:00.000Z,2016,May,Wed,35014.399481130247,30393.740119816470,832,42.08,4620.66,13.20,5.55,15.20,42.05,1016,No Promotion
2016-05-12T00:00:00.000Z,2016,May,Thu,27210.406631640122,23570.159155417456,647,42.06,3640.25,13.38,5.63,15.44,42.08,832,No Promotion
2016-05-13T00:00:00.000Z,2016,May,Fri,79840.088245649400,69078.714144542624,1898,42.07,10761.37,13.48,5.67,15.58,42.06,647,No Promotion
2016-05-14T00:00:00.000Z,2016,May,Sat,82484.448292049157,71426.011644710306,1961,42.06,11058.44,13.41,5.64,15.48,42.07,1898,Promotion
2016-05-15T00:00:00.000Z,2016,May,Sun,51497.237336430007,44611.939679509764,1224,42.07,6885.30,13.37,5.63,15.43,42.06,1961,No Promotion
2016-05-16T00:00:00.000Z,2016,May,Mon,42871.832866800367,37139.308256889854,1019,42.07,5732.52,13.37,5.63,15.44,42.07,1224,No Promotion
2016-05-17T00:00:00.000Z,2016,May,Tue,39104.639102460249,33890.360432496309,930,42.05,5214.28,13.33,5.61,15.39,42.07,1019,No Promotion
2016-05-18T00:00:00.000Z,2016,May,Wed,34406.750005710244,29884.330589367586,818,42.06,4522.42,13.14,5.53,15.13,42.05,930,No Promotion
2016-05-19T00:00:00.000Z,2016,May,Thu,39403.658560350246,34229.631915798505,937,42.05,5174.03,13.13,5.52,15.12,42.06,818,Promotion
2016-05-20T00:00:00.000Z,2016,May,Fri,96830.902423738444,83926.003498834732,2302,42.06,12904.90,13.33,5.61,15.38,42.05,937,No Promotion
2016-05-21T00:00:00.000Z,2016,May,Sat,99380.394597328297,86179.513387184299,2363,42.06,13200.88,13.28,5.59,15.32,42.06,2302,No Promotion
2016-05-22T00:00:00.000Z,2016,May,Sun,61656.181334069763,53463.734557835058,1466,42.06,8192.45,13.29,5.59,15.32,42.06,2363,No Promotion
2016-05-23T00:00:00.000Z,2016,May,Mon,69163.557365579516,59948.438707535541,1644,42.07,9215.12,13.32,5.61,15.37,42.06,1466,No Promotion
2016-05-24T00:00:00.000Z,2016,May,Tue,113112.865021109640,117414.698929684780,3224,35.08,-4301.83,-3.80,-1.33,-3.66,42.07,1644,Promotion
2016-05-25T00:00:00.000Z,2016,May,Wed,253686.302453586070,268974.570693965240,7392,34.32,-15288.27,-6.03,-2.07,-5.68,35.08,3224,Promotion
2016-05-26T00:00:00.000Z,2016,May,Thu,210305.291944036230,223289.084573854840,6138,34.26,-12983.79,-6.17,-2.12,-5.81,34.32,7392,No Promotion
2016-05-27T00:00:00.000Z,2016,May,Fri,364087.424299930510,386499.896429186510,10624,34.27,-22412.47,-6.16,-2.11,-5.80,34.26,6138,No Promotion
2016-05-28T00:00:00.000Z,2016,May,Sat,397480.369474525510,421674.101869765200,11590,34.30,-24193.73,-6.09,-2.09,-5.74,34.27,10624,No Promotion
2016-05-29T00:00:00.000Z,2016,May,Sun,204028.176757352430,216777.315725663760,5959,34.24,-12749.14,-6.25,-2.14,-5.88,34.30,11590,No Promotion
2016-05-30T00:00:00.000Z,2016,May,Mon,172797.935134466390,183715.807199507520,5048,34.23,-10917.87,-6.32,-2.16,-5.94,34.24,5959,No Promotion
2016-05-31T00:00:00.000Z,2016,May,Tue,258970.654110184870,274386.015434770500,7542,34.34,-15415.36,-5.95,-2.04,-5.62,34.23,5048,No Promotion
2016-06-01T00:00:00.000Z,2016,Jun,Wed,368789.572621970610,391923.659614291860,10761,34.27,-23134.09,-6.27,-2.15,-5.90,34.34,7542,Promotion
2016-06-02T00:00:00.000Z,2016,Jun,Thu,278071.386569245950,295548.241640903350,8120,34.25,-17476.86,-6.29,-2.15,-5.91,34.27,10761,No Promotion
2016-06-03T00:00:00.000Z,2016,Jun,Fri,373959.362039226860,396324.178666270400,10896,34.32,-22364.82,-5.98,-2.05,-5.64,34.25,8120,No Promotion
2016-06-04T00:00:00.000Z,2016,Jun,Sat,402057.252888535500,426466.132176591320,11726,34.29,-24408.88,-6.07,-2.08,-5.72,34.32,10896,Promotion
2016-06-05T00:00:00.000Z,2016,Jun,Sun,205719.453235816240,218408.182073275700,6007,34.25,-12688.73,-6.17,-2.11,-5.81,34.29,11726,No Promotion
2016-06-06T00:00:00.000Z,2016,Jun,Mon,177626.950124486380,188629.754225901970,5185,34.26,-11002.80,-6.19,-2.12,-5.83,34.25,6007,No Promotion
2016-06-07T00:00:00.000Z,2016,Jun,Tue,70441.907412239394,60910.748400180244,1675,42.05,9531.16,13.53,5.69,15.65,34.26,5185,No Promotion
2016-06-08T00:00:00.000Z,2016,Jun,Wed,162923.849580700160,173292.681134454120,4765,34.19,-10368.83,-6.36,-2.18,-5.98,42.05,1675,Promotion
2016-06-09T00:00:00.000Z,2016,Jun,Thu,138752.527609767600,143791.478082016260,3953,35.10,-5038.95,-3.63,-1.27,-3.50,34.19,4765,No Promotion
2016-06-10T00:00:00.000Z,2016,Jun,Fri,252458.262230488820,261502.381778564010,7190,35.11,-9044.12,-3.58,-1.26,-3.46,35.10,3953,No Promotion
2016-06-11T00:00:00.000Z,2016,Jun,Sat,293917.852481117010,311853.520534735760,8577,34.27,-17935.67,-6.10,-2.09,-5.75,35.11,7190,Promotion
2016-06-12T00:00:00.000Z,2016,Jun,Sun,138350.121828475150,143346.674606024260,3943,35.09,-4996.55,-3.61,-1.27,-3.49,34.27,8577,No Promotion
2016-06-13T00:00:00.000Z,2016,Jun,Mon,130067.275564196360,134950.566489430060,3707,35.09,-4883.29,-3.75,-1.32,-3.62,35.09,3943,No Promotion
2016-06-14T00:00:00.000Z,2016,Jun,Tue,107168.661076499410,111173.158478465220,3054,35.09,-4004.50,-3.74,-1.31,-3.60,35.09,3707,No Promotion
2016-06-15T00:00:00.000Z,2016,Jun,Wed,224030.554448086220,237934.734150632980,6541,34.25,-13904.18,-6.21,-2.13,-5.84,35.09,3054,Promotion
2016-06-16T00:00:00.000Z,2016,Jun,Thu,201918.222072743960,209095.569741376880,5749,35.12,-7177.35,-3.55,-1.25,-3.43,34.25,6541,No Promotion
2016-06-17T00:00:00.000Z,2016,Jun,Fri,329344.268303161250,341253.329634991360,9385,35.09,-11909.06,-3.62,-1.27,-3.49,35.12,5749,Promotion
2016-06-18T00:00:00.000Z,2016,Jun,Sat,308642.977224081870,327672.041484041430,9012,34.25,-19029.06,-6.17,-2.11,-5.81,35.09,9385,No Promotion
2016-06-19T00:00:00.000Z,2016,Jun,Sun,134472.406628276370,139385.876176807420,3831,35.10,-4913.47,-3.65,-1.28,-3.53,34.25,9012,No Promotion
2016-06-20T00:00:00.000Z,2016,Jun,Mon,143809.720583966380,148953.910853214910,4097,35.10,-5144.19,-3.58,-1.26,-3.45,35.10,3831,No Promotion
2016-06-21T00:00:00.000Z,2016,Jun,Tue,123252.151055847570,127533.009276503200,3509,35.12,-4280.86,-3.47,-1.22,-3.36,35.10,4097,No Promotion
2016-06-22T00:00:00.000Z,2016,Jun,Wed,40067.151211860240,34559.084522627534,953,42.04,5508.07,13.75,5.78,15.94,35.12,3509,No Promotion
2016-06-23T00:00:00.000Z,2016,Jun,Thu,143752.736760648780,155659.533743734560,4305,33.39,-11906.80,-8.28,-2.77,-7.65,42.04,953,Promotion
